duration,protocol_type,src_bytes,dst_bytes,land,wrong_fragment,urgent,num_failed_logins,logged_in,num_compromised,root_shell,num_root,serror_rate,rerror_rate,same_srv_rate,flag,attack_type,target
2.554,tcp,3857,4756,0,0,0,0,0,0,0,0,0.0282,0.0585,0.7769,S0,normal,0
0.7024,udp,3410,1026,0,0,0,0,1,0,0,0,0.0857,0.0467,0.8079,SF,normal,0
6.318,tcp,4673,3591,0,0,0,0,1,0,0,0,0.0997,0.0427,0.7333,SF,normal,0
2.5957,icmp,697,854,0,0,0,0,0,1,0,0,0.4557,0.3607,0.3011,REJ,Probe,1
5.261,udp,4257,2567,0,0,0,0,1,0,0,0,0.0227,0.0166,0.7998,S0,normal,0
0.2101,icmp,41,0,0,0,0,0,0,0,0,0,0.7764,0.0704,0.9411,S0,DoS,1
0.0666,icmp,77,0,0,0,0,0,0,0,0,0,0.9323,0.0269,0.8935,S0,DoS,1
2.7962,tcp,3655,545,0,0,0,0,1,0,0,0,0.0389,0.0887,0.9682,SF,normal,0
0.4773,icmp,311,0,1,0,0,0,0,0,0,0,0.9671,0.0525,0.8944,S0,DoS,1
15.1978,udp,1316,1510,0,0,0,0,1,0,0,0,0.073,0.0358,0.7192,SF,normal,0
0.6129,udp,472,2348,0,0,0,0,1,0,0,0,0.0091,0.0161,0.9882,SF,normal,0
0.143,tcp,1574,5169,0,0,0,2,1,2,0,0,0.1615,0.3133,0.4623,SF,R2L,1
56.8847,tcp,9837,1203,0,0,0,2,1,9,0,4,0.103,0.1981,0.7057,SF,U2R,1
2.9582,tcp,208,640,0,0,0,0,0,0,0,0,0.5421,0.5176,0.3306,SF,Probe,1
8.3031,tcp,2580,1645,0,0,0,0,1,0,0,0,0.0511,0.0446,0.9901,SF,normal,0
9.9546,tcp,1088,2575,0,0,0,0,1,0,0,0,0.0389,0.0131,0.7787,SF,normal,0
0.6332,tcp,178,0,1,0,0,0,0,0,0,0,0.9687,0.1933,0.8887,S0,DoS,1
3.7337,udp,3450,503,0,0,0,0,1,0,0,0,0.0139,0.0747,0.7144,S0,normal,0
6.2094,tcp,4781,2164,0,0,0,0,1,0,0,0,0.0607,0.0089,0.9031,SF,normal,0
4.5335,udp,517,2703,0,0,0,0,1,0,0,0,0.031,0.0938,0.9031,SF,normal,0
0.3571,tcp,4852,1392,0,0,0,0,1,0,0,0,0.0239,0.0214,0.8233,SF,normal,0
2.452,tcp,4557,4087,0,0,0,3,1,0,0,0,0.215,0.2435,0.4071,SF,R2L,1
0.4797,udp,1264,4862,0,0,0,0,1,0,0,0,0.0636,0.0993,0.9333,SF,normal,0
0.0968,icmp,21,0,0,2,0,0,0,0,0,0,0.8339,0.1454,0.9386,RSTO,DoS,1
1.2755,udp,1648,1243,0,0,0,0,1,0,0,0,0.0569,0.0002,0.7782,SF,normal,0
0.6405,tcp,393,0,0,0,0,0,0,0,0,0,0.7699,0.0984,0.862,S0,DoS,1
0.3507,tcp,433,0,0,0,0,0,0,0,0,0,0.8365,0.0327,0.8608,S0,DoS,1
1.7962,udp,1975,3506,0,0,0,0,1,0,0,0,0.0646,0.0458,0.8586,SF,normal,0
15.2816,tcp,16708,8645,0,0,0,1,1,2,0,2,0.0977,0.1048,0.7335,SF,U2R,1
4.8307,tcp,742,300,0,0,0,1,1,0,0,0,0.6108,0.2879,0.2779,REJ,Probe,1
1.4333,tcp,7881,4136,0,0,0,3,1,0,0,0,0.0825,0.3556,0.4364,RSTO,R2L,1
3.0592,tcp,3419,6740,0,0,0,5,0,0,0,0,0.1043,0.1087,0.3367,REJ,R2L,1
1.0573,udp,290,0,0,3,1,0,0,0,0,0,0.8317,0.008,0.8725,REJ,DoS,1
12.0898,tcp,9772,3324,0,0,0,1,1,2,0,0,0.0935,0.3101,0.3264,RSTO,R2L,1
2.2319,tcp,1105,3152,0,0,0,0,0,0,0,0,0.0343,0.0667,0.7308,SF,normal,0
0.7523,udp,624,987,0,1,0,0,1,0,0,0,0.0737,0.0501,0.8718,SF,normal,0
13.8759,tcp,4824,3370,0,0,0,0,1,0,0,0,0.0821,0.076,0.7146,SF,normal,0
2.8817,tcp,3948,3442,0,0,0,0,1,0,0,0,0.087,0.0189,0.8203,S0,normal,0
2.5258,tcp,4809,4607,0,0,0,0,1,0,0,0,0.0541,0.0284,0.9984,REJ,normal,0
2.9057,tcp,3391,2987,0,0,0,0,1,0,0,0,0.0352,0.0126,0.739,SF,normal,0
3.9123,icmp,841,425,0,0,0,0,0,1,0,0,0.5894,0.4473,0.4126,REJ,Probe,1
8.9927,tcp,904,2551,0,0,0,0,1,0,0,0,0.0314,0.0958,0.71,SF,normal,0
0.9106,udp,1454,1936,0,0,0,0,0,0,0,0,0.0759,0.0501,0.9735,SF,normal,0
0.5191,tcp,399,0,0,0,0,0,0,0,0,0,0.848,0.1823,0.9856,S0,DoS,1
0.0116,icmp,396,3149,0,0,0,0,1,0,0,0,0.0259,0.0879,0.759,S0,normal,0
0.4604,udp,927,643,0,0,0,0,1,0,0,0,0.5604,0.3876,0.1284,REJ,Probe,1
2.045,tcp,1715,1949,0,0,0,0,1,0,0,0,0.0452,0.0734,0.952,SF,normal,0
1.3617,tcp,12931,13468,0,0,0,0,1,9,1,1,0.1354,0.1365,0.7144,SF,U2R,1
0.0796,tcp,335,187,0,0,0,0,1,1,0,0,0.3818,0.4767,0.3697,REJ,Probe,1
21.2029,udp,2642,2103,0,0,0,0,1,0,0,0,0.0817,0.0448,0.8468,SF,normal,0
0.4077,tcp,605,1229,0,0,0,0,1,0,0,0,0.0239,0.0624,0.8422,SF,normal,0
0.6333,tcp,113,461,0,0,0,0,0,0,0,0,0.6403,0.3198,0.2831,SF,Probe,1
1.1421,icmp,386,0,0,0,0,0,0,0,0,0,0.7051,0.1819,0.8539,REJ,DoS,1
3.6695,tcp,195,0,0,1,0,0,0,0,0,0,0.7252,0.154,0.926,RSTO,DoS,1
0.8441,tcp,288,637,0,0,0,0,0,0,0,0,0.4019,0.3043,0.137,SF,Probe,1
2.7144,tcp,3862,1264,0,0,0,0,0,0,0,0,0.0019,0.0144,0.8974,SF,normal,0
7.7207,tcp,1745,157,0,0,0,0,1,0,0,0,0.0361,0.0753,0.85,SF,normal,0
4.3642,tcp,1638,2173,0,0,0,0,1,0,0,0,0.039,0.0891,0.9441,SF,normal,0
0.5722,icmp,657,596,0,0,0,0,0,0,0,0,0.4386,0.3799,0.2381,SF,Probe,1
0.4864,icmp,366,0,1,2,0,0,0,0,0,0,0.822,0.1525,0.8288,SF,DoS,1
0.1009,tcp,801,2019,0,0,0,0,1,0,0,0,0.0146,0.0878,0.7808,REJ,normal,0
2.4136,tcp,2253,2008,0,0,0,0,1,0,0,0,0.0867,0.0669,0.8344,SF,normal,0
1.1424,udp,3315,3888,0,1,0,0,1,0,0,0,0.0566,0.0917,0.9402,SF,normal,0
6.3417,tcp,1195,1882,0,0,0,0,1,0,0,0,0.0463,0.0487,0.9805,SF,normal,0
1.1447,udp,103,0,0,1,0,0,0,0,0,0,0.9334,0.0441,0.8329,S0,DoS,1
1.3058,icmp,33,0,0,0,0,0,0,0,0,0,0.9565,0.0718,0.9262,REJ,DoS,1
5.6185,tcp,6579,4728,0,0,0,5,0,0,0,1,0.0015,0.2651,0.3402,REJ,R2L,1
0.1249,tcp,3270,1529,0,0,0,0,1,0,0,0,0.0239,0.0281,0.8233,SF,normal,0
0.0992,udp,2211,854,0,0,0,0,1,0,0,0,0.0825,0.0147,0.7479,SF,normal,0
0.4789,tcp,322,0,0,2,0,0,0,0,0,0,0.7402,0.0232,0.9688,S0,DoS,1
1.4689,tcp,539,428,0,0,0,0,1,0,0,0,0.4078,0.5255,0.1868,S0,Probe,1
1.7243,tcp,84,0,1,0,0,0,0,0,0,0,0.8613,0.1152,0.929,SF,DoS,1
6.4562,tcp,342,376,0,0,0,0,0,1,0,0,0.633,0.5291,0.1053,S0,Probe,1
3.0769,tcp,4233,759,0,0,0,0,1,0,0,0,0.0485,0.0149,0.8945,SF,normal,0
1.0294,icmp,408,0,0,1,0,0,0,0,0,0,0.8755,0.0532,0.8063,S0,DoS,1
4.8683,icmp,4264,3643,0,0,0,0,1,0,0,0,0.0669,0.0815,0.7782,SF,normal,0
0.0031,icmp,827,2962,0,0,0,0,0,0,0,0,0.0616,0.0961,0.9709,SF,normal,0
0.5082,tcp,4364,3501,0,0,0,0,1,0,0,0,0.0594,0.0127,0.8283,SF,normal,0
6.0257,udp,532,1276,0,0,0,0,1,0,0,0,0.0359,0.0529,0.8753,SF,normal,0
0.2085,icmp,445,0,0,2,0,0,0,0,0,0,0.8,0.0984,0.9146,S0,DoS,1
7.8983,tcp,695,941,0,0,0,0,1,0,0,0,0.0169,0.0461,0.7921,SF,normal,0
0.1951,udp,423,0,0,0,0,0,0,0,0,0,0.7986,0.0556,0.8369,S0,DoS,1
3.2289,tcp,2672,4175,0,0,0,2,0,0,0,0,0.2168,0.4781,0.6668,REJ,R2L,1
3.1052,udp,3353,3882,0,0,0,0,1,0,0,0,0.0906,0.0127,0.7536,SF,normal,0
0.4275,tcp,3280,4030,0,0,0,0,1,0,0,0,0.027,0.0702,0.8977,REJ,normal,0
0.6159,udp,466,925,0,0,0,0,0,1,0,0,0.7011,0.5147,0.3039,SF,Probe,1
0.82,tcp,1736,2824,0,0,0,0,0,0,0,0,0.0018,0.0102,0.8231,S0,normal,0
5.0723,udp,3071,1627,0,1,0,0,0,0,0,0,0.0757,0.0095,0.7082,SF,normal,0
25.2403,tcp,3023,3631,0,0,0,0,1,0,0,0,0.068,0.0203,0.9237,REJ,normal,0
5.4778,tcp,471,1274,0,0,0,0,1,0,0,0,0.0407,0.0987,0.7168,SF,normal,0
0.5427,tcp,5607,3396,0,0,0,3,1,1,0,0,0.0512,0.1791,0.4275,REJ,R2L,1
0.4717,tcp,155,653,0,0,0,0,1,0,0,0,0.4486,0.2543,0.1583,S0,Probe,1
0.5147,icmp,46,0,0,1,0,0,0,0,0,0,0.9762,0.0187,0.991,S0,DoS,1
0.0127,udp,8637,5341,0,0,0,0,1,0,0,0,0.1207,0.1205,0.4986,SF,R2L,1
1.0249,tcp,260,992,0,0,0,1,0,0,0,0,0.4867,0.2606,0.4194,REJ,Probe,1
1.056,tcp,2623,3682,0,0,0,0,1,0,0,0,0.0781,0.039,0.8736,S0,normal,0
8.0766,tcp,7035,2118,0,0,0,2,1,2,0,1,0.2759,0.1379,0.5177,REJ,R2L,1
0.7072,icmp,303,0,0,0,0,0,0,0,0,0,0.8671,0.1784,0.8574,S0,DoS,1
0.2457,tcp,146,766,0,0,0,2,1,1,0,0,0.7414,0.3892,0.3079,SF,Probe,1
6.1997,udp,4845,4190,0,0,0,1,1,2,0,0,0.1993,0.2811,0.6342,RSTO,R2L,1
7.4601,udp,1988,4818,0,0,0,0,1,0,0,0,0.0509,0.0062,0.8152,SF,normal,0
0.7635,tcp,4332,2234,0,0,0,0,1,0,0,0,0.0868,0.0881,0.8051,SF,normal,0
6.4469,tcp,3822,1811,0,0,0,0,1,0,0,0,0.0382,0.0443,0.8129,SF,normal,0
3.7322,udp,3332,3858,0,0,0,0,1,0,0,0,0.0342,0.0194,0.8686,SF,normal,0
0.1763,udp,114,120,0,0,0,0,0,0,0,0,0.5212,0.4675,0.2262,S0,Probe,1
4.1035,tcp,216,10,0,0,0,0,0,0,0,0,0.3472,0.2503,0.2658,REJ,Probe,1
11.5286,udp,2950,2992,0,0,0,0,1,0,0,0,0.0825,0.0868,0.8242,SF,normal,0
0.1562,icmp,102,0,0,0,0,0,0,0,0,0,0.9762,0.1937,0.9081,S0,DoS,1
14.5037,udp,444,2811,0,0,0,0,1,0,0,0,0.0257,0.0801,0.8896,SF,normal,0
0.31,icmp,1836,4139,0,0,0,0,1,0,0,0,0.0718,0.0581,0.9843,SF,normal,0
0.5616,tcp,3470,1494,0,0,0,0,1,0,0,0,0.0557,0.0743,0.7839,SF,normal,0
0.4614,tcp,2750,2484,0,1,0,0,1,0,0,0,0.033,0.0441,0.9571,SF,normal,0
21.4082,tcp,7163,7171,0,0,0,0,1,0,0,0,0.1536,0.4763,0.3191,SF,R2L,1
9.7096,tcp,4780,2058,0,0,0,0,1,0,0,0,0.0762,0.0505,0.9965,SF,normal,0
0.03,tcp,181,0,0,1,0,0,0,0,0,0,0.9353,0.0986,0.8362,REJ,DoS,1
0.1453,udp,91,0,0,1,0,0,0,0,0,0,0.9863,0.1748,0.9416,REJ,DoS,1
1.4544,udp,1457,4234,0,0,0,1,1,0,0,0,0.0431,0.0288,0.8812,SF,normal,0
1.492,tcp,8461,7166,0,0,0,3,1,7,0,4,0.0811,0.0082,0.5736,SF,U2R,1
17.3798,tcp,11018,5607,0,0,0,0,1,1,1,1,0.0898,0.1593,0.6735,SF,U2R,1
7.0074,udp,971,2073,0,0,0,0,1,0,0,0,0.036,0.0406,0.9911,SF,normal,0
1.5633,tcp,2830,1418,0,0,0,0,0,0,0,0,0.0706,0.0238,0.8166,SF,normal,0
11.0965,tcp,2786,333,0,0,0,0,0,0,0,0,0.0474,0.001,0.7254,SF,normal,0
7.3805,icmp,1658,4790,0,0,0,0,1,0,0,0,0.0846,0.0799,0.8525,SF,normal,0
9.3323,udp,2674,3484,0,0,0,0,1,0,0,0,0.0793,0.0187,0.72,REJ,normal,0
0.0126,icmp,101,0,0,2,0,0,0,0,0,0,0.7347,0.0652,0.8441,RSTO,DoS,1
1.0124,udp,362,0,0,1,0,0,0,0,0,0,0.9415,0.1935,0.8537,S0,DoS,1
0.4503,tcp,2774,3945,0,0,0,0,1,0,0,0,0.0522,0.0586,0.7025,SF,normal,0
6.2416,tcp,4049,704,0,0,0,0,1,0,0,0,0.0608,0.0403,0.9029,SF,normal,0
17.0786,tcp,5086,7244,0,0,0,2,1,0,0,0,0.191,0.4899,0.6302,SF,R2L,1
2.3599,icmp,3644,2422,0,0,0,0,0,0,0,0,0.0669,0.041,0.8412,SF,normal,0
1.0602,udp,1507,4946,0,0,0,0,1,0,0,0,0.0909,0.0029,0.9307,S0,normal,0
2.9562,tcp,1975,4643,0,0,0,0,0,0,0,0,0.0129,0.0537,0.981,SF,normal,0
30.5505,tcp,19593,11488,0,0,0,0,1,6,1,1,0.1457,0.0399,0.5856,SF,U2R,1
6.4634,tcp,352,4934,0,0,0,0,0,0,0,0,0.0808,0.0693,0.8668,SF,normal,0
0.2655,tcp,288,0,1,3,0,0,0,0,0,0,0.8369,0.1219,0.8512,S0,DoS,1
2.2644,tcp,810,414,0,0,0,0,0,0,0,0,0.4315,0.4898,0.1758,REJ,Probe,1
2.8189,tcp,4789,1495,0,0,0,0,1,0,0,0,0.0521,0.015,0.7197,SF,normal,0
0.4102,tcp,466,0,0,1,0,0,0,0,0,0,0.927,0.0664,0.9489,S0,DoS,1
0.6981,tcp,3463,3624,0,0,0,0,1,0,0,0,0.0607,0.0523,0.9623,SF,normal,0
0.1512,icmp,74,0,1,0,0,0,0,0,0,0,0.7048,0.0745,0.8703,S0,DoS,1
0.0378,icmp,397,0,0,0,0,0,0,0,0,0,0.8447,0.1439,0.8718,S0,DoS,1
0.241,tcp,375,0,0,0,0,0,0,0,0,0,0.8378,0.1636,0.986,S0,DoS,1
5.4157,icmp,204,2147,0,0,0,0,1,0,0,0,0.0415,0.0089,0.8313,SF,normal,0
0.6884,udp,548,486,0,0,0,1,0,0,0,0,0.3448,0.3349,0.1359,REJ,Probe,1
8.2321,tcp,1205,1486,0,0,0,0,0,0,0,0,0.0563,0.0944,0.7011,SF,normal,0
13.9393,tcp,1590,1324,0,0,0,0,1,0,0,0,0.0995,0.0679,0.7222,REJ,normal,0
2.6204,tcp,3065,2467,0,0,0,0,0,0,0,0,0.045,0.0837,0.8717,REJ,normal,0
0.169,tcp,306,0,0,0,1,0,0,0,0,0,0.8632,0.112,0.904,S0,DoS,1
0.1535,tcp,84,0,1,1,0,0,0,0,0,0,0.8289,0.0575,0.9474,S0,DoS,1
22.6782,tcp,2101,3978,0,0,0,0,1,0,0,0,0.04,0.0778,0.9824,SF,normal,0
0.4154,udp,265,0,0,0,0,0,0,0,0,0,0.8402,0.0571,0.9923,S0,DoS,1
0.516,tcp,3056,3822,0,0,0,0,1,0,0,0,0.0788,0.0818,0.9874,SF,normal,0
0.416,tcp,197,0,0,0,0,0,0,0,0,0,0.8431,0.0262,0.8471,RSTO,DoS,1
9.8128,udp,3631,3629,0,0,0,0,1,0,0,0,0.0234,0.006,0.8553,SF,normal,0
1.6377,tcp,305,0,0,0,1,0,0,0,0,0,0.9712,0.0313,0.8733,S0,DoS,1
0.8682,icmp,888,2989,0,0,0,0,1,0,0,0,0.0837,0.031,0.8523,SF,normal,0
19.3156,tcp,5240,2822,0,0,0,2,0,0,0,0,0.0826,0.4638,0.5536,SF,R2L,1
11.9848,icmp,780,2170,0,0,0,0,1,0,0,0,0.0152,0.0264,0.8283,SF,normal,0
2.0497,tcp,4492,3283,0,0,0,0,1,0,0,0,0.0266,0.0767,0.7618,SF,normal,0
3.132,icmp,2417,3721,0,0,0,0,1,0,0,0,0.0659,0.0511,0.8431,SF,normal,0
14.1012,tcp,4175,4781,0,0,0,1,1,0,0,0,0.0113,0.3573,0.405,SF,R2L,1
2.6264,udp,3568,7345,0,0,0,4,0,0,0,1,0.1945,0.2518,0.602,REJ,R2L,1
3.7879,tcp,193,3087,0,0,0,0,1,0,0,0,0.0878,0.0549,0.8969,SF,normal,0
0.1655,icmp,409,0,0,0,0,0,0,0,0,0,0.7386,0.1895,0.895,S0,DoS,1
2.9075,tcp,981,716,0,0,0,1,1,0,0,0,0.3235,0.4265,0.4053,SF,Probe,1
0.1298,icmp,111,0,0,0,1,0,0,0,0,0,0.7279,0.0936,0.9775,S0,DoS,1
0.2669,tcp,445,0,1,0,0,0,0,0,0,0,0.9861,0.1284,0.8596,S0,DoS,1
9.2434,tcp,2977,3370,0,0,0,0,1,0,0,0,0.0643,0.085,0.7878,SF,normal,0
2.3822,tcp,1436,3237,0,0,0,0,1,0,0,0,0.0326,0.0473,0.9632,SF,normal,0
16.339,tcp,5076,7271,0,0,0,3,0,1,0,0,0.2689,0.2618,0.4823,REJ,R2L,1
17.1948,tcp,5890,7614,0,0,0,3,1,0,0,0,0.1601,0.1001,0.3965,SF,R2L,1
0.1442,icmp,166,0,0,1,0,0,0,0,0,0,0.7109,0.1805,0.8147,REJ,DoS,1
1.2949,udp,3573,3222,0,0,0,0,1,0,0,0,0.004,0.0984,0.815,SF,normal,0
5.4937,tcp,4343,2145,0,0,0,0,1,0,0,0,0.0265,0.0449,0.8613,SF,normal,0
0.7662,tcp,319,0,0,3,0,0,0,0,0,0,0.9065,0.157,0.9591,S0,DoS,1
5.9343,udp,9808,646,0,0,0,1,1,0,0,1,0.0741,0.4598,0.6643,RSTO,R2L,1
7.3445,tcp,5365,1744,0,0,0,0,1,0,0,0,0.0465,0.1732,0.446,SF,R2L,1
1.9519,tcp,361,92,0,0,0,0,0,0,0,0,0.5784,0.4953,0.2342,REJ,Probe,1
0.2835,udp,379,0,0,0,0,0,0,0,0,0,0.7849,0.0076,0.9989,S0,DoS,1
7.053,tcp,1889,3136,0,0,0,0,1,0,0,0,0.0009,0.0201,0.9877,SF,normal,0
1.5168,tcp,3229,204,0,0,0,0,1,0,0,0,0.072,0.0918,0.8224,SF,normal,0
7.2798,udp,2774,7036,0,0,0,0,1,0,0,0,0.1476,0.4137,0.5336,SF,R2L,1
0.7255,tcp,56,0,0,3,0,0,0,0,0,0,0.8383,0.1343,0.8324,S0,DoS,1
6.7074,udp,1900,1004,0,0,0,0,0,0,0,0,0.0775,0.0265,0.9801,SF,normal,0
7.0083,tcp,4560,452,0,0,0,0,1,0,0,0,0.0281,0.082,0.8753,SF,normal,0
0.1917,icmp,72,0,0,1,0,0,0,0,0,0,0.8888,0.1399,0.9422,SF,DoS,1
9.8216,tcp,1979,4208,0,0,0,0,1,0,0,0,0.0356,0.0101,0.9886,SF,normal,0
3.0449,tcp,1024,1703,0,0,0,0,1,0,0,0,0.0228,0.0922,0.8778,SF,normal,0
0.3485,icmp,98,0,0,1,0,0,0,0,0,0,0.9429,0.1773,0.8526,S0,DoS,1
0.3132,tcp,338,0,0,0,0,0,0,0,0,0,0.7338,0.1868,0.8367,S0,DoS,1
0.261,tcp,249,0,1,3,0,0,0,0,0,0,0.7214,0.1709,0.9563,S0,DoS,1
0.5682,tcp,4522,1086,0,0,0,1,1,0,0,0,0.0541,0.0968,0.7766,SF,normal,0
0.3953,udp,273,0,0,0,0,0,0,0,0,0,0.7854,0.1775,0.8736,S0,DoS,1
5.9517,tcp,1659,1841,0,0,0,0,1,0,0,0,0.0285,0.0047,0.9006,SF,normal,0
0.8891,udp,1280,2001,0,0,0,0,1,0,0,0,0.0051,0.0044,0.9161,SF,normal,0
0.1481,tcp,117,0,0,0,0,0,0,0,0,0,0.7239,0.0097,0.8896,S0,DoS,1
1.13,tcp,287,0,0,0,0,0,0,0,0,0,0.9625,0.0603,0.8189,REJ,DoS,1
1.8629,udp,409,460,0,0,0,0,1,0,0,0,0.552,0.418,0.2134,REJ,Probe,1
0.9241,icmp,389,0,0,0,0,0,0,0,0,0,0.9935,0.0317,0.8975,S0,DoS,1
0.51,tcp,443,0,0,0,0,0,0,0,0,0,0.7216,0.0513,0.9428,S0,DoS,1
2.5741,tcp,1293,3442,0,0,0,0,0,0,0,0,0.0669,0.0973,0.882,SF,normal,0
1.9337,udp,4796,3744,0,0,0,0,1,0,0,0,0.0662,0.0236,0.7294,SF,normal,0
4.0336,tcp,3910,4000,0,0,0,0,0,0,0,0,0.0269,0.0654,0.8601,S0,normal,0
2.5232,udp,482,4212,0,0,0,0,1,0,0,0,0.0471,0.0707,0.9822,SF,normal,0
0.6468,tcp,14931,2359,0,0,0,1,1,9,1,1,0.0352,0.1433,0.753,SF,U2R,1
1.5711,udp,3598,1544,0,0,0,0,0,0,0,0,0.0856,0.0515,0.7317,SF,normal,0
7.3223,tcp,3685,1693,0,0,0,0,0,0,0,0,0.0753,0.3734,0.5736,REJ,R2L,1
0.7524,icmp,257,0,0,0,0,0,0,0,0,0,0.9928,0.0573,0.8848,S0,DoS,1
0.05,icmp,46,717,0,0,0,0,0,0,0,0,0.7475,0.4744,0.2,SF,Probe,1
0.5866,udp,373,0,0,0,0,0,0,0,0,0,0.8487,0.0665,0.8142,SF,DoS,1
0.2844,tcp,256,0,0,0,0,0,0,0,0,0,0.7914,0.0364,0.8172,REJ,DoS,1
1.0922,udp,1174,1816,0,0,0,0,1,0,0,0,0.0664,0.0666,0.7859,SF,normal,0
1.0749,tcp,2639,4708,0,0,0,0,1,0,0,0,0.028,0.0127,0.8918,SF,normal,0
0.0721,icmp,405,0,0,2,0,0,0,0,0,0,0.7505,0.1667,0.839,REJ,DoS,1
3.0684,udp,3438,2688,0,1,0,0,1,0,0,0,0.0225,0.0257,0.8438,SF,normal,0
12.2563,tcp,4339,4036,0,0,0,0,1,0,0,0,0.0614,0.0334,0.9454,SF,normal,0
1.0232,udp,45,0,0,2,0,0,0,0,0,0,0.8633,0.0016,0.819,SF,DoS,1
6.4636,tcp,1091,2032,0,0,0,0,1,0,0,0,0.0599,0.0807,0.7328,SF,normal,0
4.1075,tcp,2631,6955,0,0,0,2,1,2,0,1,0.1215,0.3025,0.6886,SF,R2L,1
23.5815,tcp,13136,3819,0,0,0,0,1,1,1,3,0.0449,0.0988,0.8808,RSTO,U2R,1
6.7004,tcp,8209,4607,0,0,0,2,1,0,0,0,0.1973,0.4836,0.6724,REJ,R2L,1
6.4258,tcp,3628,997,0,0,0,0,0,0,0,0,0.0225,0.05,0.9521,SF,normal,0
7.7804,tcp,909,3144,0,0,0,0,0,0,0,0,0.0591,0.0989,0.75,SF,normal,0
15.12,tcp,3397,7751,0,0,0,2,1,0,0,0,0.1395,0.3522,0.4798,SF,R2L,1
3.5453,tcp,2115,3281,0,0,0,0,1,0,0,0,0.05,0.0894,0.976,SF,normal,0
25.7755,tcp,4389,4553,0,0,0,0,1,4,1,0,0.1493,0.0017,0.4843,SF,U2R,1
18.7968,tcp,10015,4130,0,0,0,2,1,3,1,0,0.1352,0.1411,0.6446,SF,U2R,1
0.5023,icmp,32,512,0,0,0,0,1,0,0,0,0.7251,0.599,0.4548,REJ,Probe,1
2.3445,tcp,2653,1818,0,0,0,0,1,0,0,0,0.0904,0.032,0.9011,SF,normal,0
4.9014,tcp,4017,4942,0,0,0,0,1,0,0,0,0.0473,0.0039,0.8916,SF,normal,0
5.215,icmp,268,839,0,0,0,0,0,0,0,0,0.4736,0.4724,0.2492,SF,Probe,1
2.6053,tcp,3344,1140,0,0,0,0,1,0,0,0,0.0883,0.0922,0.7314,SF,normal,0
4.071,udp,3955,4748,0,0,0,0,0,0,0,0,0.0689,0.0515,0.76,SF,normal,0
0.448,tcp,244,0,1,0,0,0,0,0,0,0,0.9424,0.038,0.822,REJ,DoS,1
1.7011,udp,4542,3275,0,0,0,3,0,0,0,0,0.0094,0.3906,0.6343,SF,R2L,1
0.7238,tcp,46,0,1,0,0,0,0,0,0,0,0.8734,0.1499,0.9929,SF,DoS,1
0.0275,icmp,454,0,0,0,0,0,0,0,0,0,0.8498,0.0545,0.8339,S0,DoS,1
